Start to generate file: class_mod_msg.csv
[ 11.  91.   4.   1.   2.]
[ 11.  72.   2.   1.   2.]
[ 11.  75.   2.   3.   2.]
[ 11.  77.   3.   3.   2.]
[ 11.  83.   3.   1.   2.]
[ 11.  64.   1.   1.   2.]
[ 11.  53.   0.   3.   2.]
[  5.  73.   2.   0.   2.]
[  5.  60.   1.   0.   2.]
[ 11.  61.   1.   0.   0.]
[  5.  66.   2.   3.   0.]
[  5.  58.   1.   0.   2.]
[  5.  54.   0.   0.   0.]
[ 11.  51.   0.   2.   0.]
[ 11.  56.   1.   3.   0.]
[ 11.  66.   2.   0.   0.]
[  5.  60.   1.   2.   0.]
[  5.  49.   0.   0.   0.]
[ 11.  51.   0.   0.   2.]
[ 11.  62.   1.   3.   0.]
[ 11.  77.   3.   0.   0.]
[  5.  62.   1.   2.   0.]
[ 11.  66.   2.   3.   2.]
[  5.  48.   0.   2.   0.]
[  1.  72.   2.   1.   2.]
[  1.  88.   4.   1.   3.]
[  1.  68.   2.   1.   3.]
[  5.  46.   0.   3.   3.]
[  5.  56.   1.   1.   3.]
[  1.  58.   1.   1.   3.]
[  1.  68.   2.   1.   3.]
[  1.  76.   3.   1.   3.]
[  1.  91.   4.   1.   3.]
[  1.  67.   2.   1.   3.]
[  1.  42.  -1.   3.   3.]
[  1.  75.   2.   1.   3.]
[  1.  87.   4.   3.   3.]
[  1.  74.   2.   1.   3.]
[  1.  81.   3.   1.   3.]
[  1.  45.   0.   1.   3.]
[  1.  49.   0.   0.   3.]
[  1.  77.   3.   1.   3.]
[  1.  65.   2.   1.   3.]
[  1.  54.   0.   3.   3.]
[  1.  43.  -1.   0.   3.]
[  1.  62.   1.   3.   3.]
[  1.  65.   2.   1.   3.]
[ 11.  42.  -1.   2.   1.]
[  4.  43.  -1.   3.   1.]
[  1.  42.  -1.   1.   1.]
[  1.  61.   1.   3.   3.]
[  1.  69.   2.   2.   3.]
[  1.  77.   3.   1.   3.]
[ 11.  47.   0.   3.   2.]
[  1.  63.   1.   1.   0.]
[  1.  44.  -1.   1.   0.]
[ 11.  53.   0.   3.   3.]
[ 11.  49.   0.   2.   3.]
[  5.  37.  -1.   0.   2.]
[  1.  36.  -1.   0.   0.]
[ 11.  52.   0.   0.   0.]
[  1.  51.   0.   1.   0.]
[  5.  46.   0.   0.   2.]
[ 11.  54.   0.   0.   2.]
[ 11.  53.   0.   3.   2.]
[ 11.  61.   1.   0.   0.]
[ 11.  73.   2.   0.   2.]
[ 11.  75.   2.   3.   2.]
[ 11.  77.   3.   3.   2.]
[ 11.  44.  -1.   0.   2.]
[ 11.  15.  -4.   3.   2.]
[ 11.  56.   1.   3.   2.]
[ 11.  70.   2.   0.   2.]
[  5.  48.   0.   0.   0.]
[ 11.   9.  -4.   2.   2.]
[ 5.  2. -5.  3.  0.]
[  2.  26.  -2.   3.   0.]
[ 11.  46.   0.   3.   0.]
[ 11.  65.   2.   3.   2.]
[ 11.  87.   4.   3.   2.]
[ 11.  86.   4.   1.   1.]
[ 11.  93.   4.   0.   2.]
[ 11.  90.   4.   1.   2.]
[ 11.  77.   3.   1.   2.]
[ 11.  53.   0.   2.   2.]
[ 11.  85.   4.   0.   2.]
[ 11.  86.   4.   3.   2.]
[ 11.  54.   0.   3.   2.]
[  2.  41.  -1.   3.   2.]
[  1.  57.   1.   3.   2.]
[ 11.  39.  -1.   3.   2.]
[ 11.   6.  -4.   3.   1.]
[  5.  28.  -2.   1.   0.]
[  5.  50.   0.   0.   2.]
[  5.  69.   2.   2.   0.]
[ 11.  45.   0.   3.   2.]
[ 11.  70.   2.   1.   2.]
[ 11.  72.   2.   1.   0.]
[ 11.  67.   2.   0.   0.]
[ 11.  76.   3.   3.   2.]
[ 11.  55.   0.   3.   2.]
[ 11.  73.   2.   3.   2.]
[ 11.  91.   4.   3.   0.]
[  5.  50.   0.   0.   0.]
[ 11.  78.   3.   1.   0.]
[ 11.  74.   2.   1.   2.]
[ 11.  69.   2.   3.   2.]
[ 11.  55.   0.   3.   0.]
[  5.  51.   0.   3.   0.]
[  5.  56.   1.   3.   0.]
[  5.  57.   1.   3.   0.]
[ 11.  84.   3.   1.   2.]
[ 11.  68.   2.   3.   2.]
[ 11.  87.   4.   3.   2.]
[ 11.  88.   4.   3.   2.]
[ 11.  74.   2.   3.   2.]
[ 11.  51.   0.   1.   2.]
[ 11.  66.   2.   3.   2.]
[  5.  64.   1.   0.   2.]
[ 11.  66.   2.   3.   2.]
[ 11.  72.   2.   3.   2.]
[  5.  62.   1.   0.   2.]
[  5.  69.   2.   3.   2.]
[  5.  81.   3.   3.   2.]
[  5.  55.   0.   2.   2.]
[ 11.  82.   3.   1.   2.]
[ 11.  76.   3.   1.   3.]
[ 11.  51.   0.   3.   2.]
[  5.  62.   1.   2.   2.]
[  5.  86.   4.   2.   0.]
[ 11.  76.   3.   3.   2.]
[ 11.  86.   4.   1.   2.]
[ 11.  86.   4.   1.   2.]
[ 11.  87.   4.   3.   2.]
[ 11.  94.   4.   3.   2.]
[ 11.  90.   4.   3.   2.]
[ 11.  91.   4.   3.   2.]
[ 11.  72.   2.   3.   2.]
[ 11.  71.   2.   0.   2.]
[ 11.  82.   3.   3.   2.]
[ 11.  87.   4.   3.   2.]
[ 11.  70.   2.   0.   2.]
[  5.  53.   0.   2.   2.]
[  5.  64.   1.   2.   2.]
[  5.  82.   3.   2.   0.]
[  5.  93.   4.   0.   0.]
[  5.  93.   4.   2.   0.]
[ 11.  57.   1.   0.   0.]
[ 11.  64.   1.   3.   2.]
[ 11.  60.   1.   3.   2.]
[ 11.  59.   1.   0.   2.]
[ 11.  65.   2.   3.   2.]
[  5.  54.   0.   1.   2.]
[  5.  58.   1.   3.   2.]
[ 11.  61.   1.   2.   2.]
[  5.  54.   0.   0.   0.]
[  5.  53.   0.   3.   0.]
[ 11.  63.   1.   1.   0.]
[ 11.  51.   0.   2.   0.]
[ 11.  50.   0.   0.   0.]
[  5.  61.   1.   0.   0.]
[ 11.  52.   0.   3.   0.]
[  5.  72.   2.   0.   0.]
[ 11.  59.   1.   0.   0.]
[  5.  52.   0.   2.   0.]
[ 11.  69.   2.   0.   2.]
[ 11.  74.   2.   3.   2.]
[ 11.  63.   1.   3.   0.]
[ 11.  55.   0.   2.   0.]
[  5.  68.   2.   0.   2.]
[  5.  50.   0.   3.   0.]
[ 11.  51.   0.   3.   0.]
[ 11.  58.   1.   1.   2.]
[  1.  83.   3.   1.   2.]
[  1.  90.   4.   0.   3.]
[  1.  81.   3.   0.   3.]
[  5.  50.   0.   0.   3.]
[  5.  90.   4.   3.   3.]
[  5.  41.  -1.   1.   3.]
[  1.  62.   1.   1.   3.]
[  1.  77.   3.   1.   3.]
[  1.  63.   1.   1.   3.]
[  1.  46.   0.   3.   3.]
[  1.  67.   2.   0.   3.]
[  1.  64.   1.   2.   3.]
[  1.  72.   2.   3.   3.]
[  1.  66.   2.   1.   3.]
[  1.  52.   0.   1.   3.]
[  1.  72.   2.   1.   3.]
[  1.  74.   2.   2.   3.]
[  1.  75.   2.   0.   3.]
[  1.  55.   0.   3.   3.]
[  1.  66.   2.   1.   3.]
[  1.  68.   2.   1.   3.]
[  1.  70.   2.   1.   3.]
[  4.  71.   2.   1.   1.]
[  4.  76.   3.   1.   3.]
[ 11.  41.  -1.   3.   3.]
[  1.  44.  -1.   1.   3.]
[  1.  73.   2.   1.   3.]
[  1.  64.   1.   3.   3.]
[  1.  43.  -1.   0.   2.]
[ 12.  53.   0.   2.   0.]
[  5.  38.  -1.   3.   0.]
[  1.  76.   3.   1.   3.]
[ 11.  36.  -1.   2.   3.]
[ 11.  63.   1.   0.   3.]
[ 11.  63.   1.   3.   0.]
[ 11.  50.   0.   2.   0.]
[ 11.  55.   0.   0.   0.]
[ 11.  69.   2.   3.   2.]
[ 11.  74.   2.   1.   2.]
[ 11.  75.   2.   3.   2.]
[ 11.  62.   1.   3.   2.]
[ 11.  75.   2.   1.   2.]
[ 11.  91.   4.   1.   1.]
[ 11.  83.   3.   1.   2.]
[ 11.  74.   2.   1.   2.]
[ 11.   1.  -5.   3.   2.]
[ 11.   2.  -5.   3.   2.]
[ 11.  47.   0.   0.   2.]
[  2.  40.  -1.   3.   2.]
[ 11.  62.   1.   3.   2.]
[ 11.   9.  -4.   0.   2.]
[ 2.  2. -5.  3.  0.]
[ 11.  54.   0.   3.   2.]
[ 11.  55.   0.   1.   2.]
[ 11.  81.   3.   3.   1.]
[ 11.  86.   4.   3.   2.]
[ 11.  93.   4.   3.   2.]
[ 11.  87.   4.   1.   2.]
[ 11.  76.   3.   3.   2.]
[ 11.  62.   1.   0.   2.]
[ 11.  85.   4.   0.   2.]
[ 11.  36.  -1.   2.   2.]
[ 11.  78.   3.   3.   2.]
[  2.  24.  -3.   3.   2.]
[ 1.  1. -5.  0.  2.]
[  5.  62.   1.   2.   0.]
[ 11.  89.   4.   1.   0.]
[ 11.  90.   4.   1.   0.]
[ 11.  90.   4.   3.   2.]
[ 11.  65.   2.   3.   2.]
[ 11.  90.   4.   3.   2.]
[  5.  69.   2.   2.   2.]
[ 11.  63.   1.   3.   2.]
[ 11.  76.   3.   1.   2.]
[ 11.  72.   2.   1.   2.]
[ 11.  72.   2.   3.   0.]
[ 11.  89.   4.   3.   0.]
[ 11.  66.   2.   3.   0.]
[ 11.  63.   1.   3.   0.]
[ 11.  77.   3.   3.   0.]
[ 11.  53.   0.   2.   0.]
[ 11.  67.   2.   3.   0.]
[  5.  66.   2.   3.   0.]
[  5.  54.   0.   3.   0.]
[  5.  61.   1.   2.   0.]
[ 11.  57.   1.   3.   0.]
[ 11.  70.   2.   3.   2.]
[ 11.  55.   0.   2.   2.]
[ 11.  60.   1.   3.   2.]
[ 11.  65.   2.   2.   2.]
[ 11.  68.   2.   1.   2.]
[ 11.  69.   2.   3.   2.]
[ 11.  75.   2.   3.   2.]
[ 11.  78.   3.   1.   2.]
[ 11.  76.   3.   3.   2.]
[  5.  73.   2.   0.   2.]
[  5.  56.   1.   3.   2.]
[ 11.  75.   2.   1.   2.]
[ 11.  81.   3.   1.   2.]
[ 11.  53.   0.   0.   2.]
[ 11.  67.   2.   1.   3.]
[ 11.  56.   1.   3.   3.]
[ 11.  89.   4.   1.   2.]
[  5.  63.   1.   2.   0.]
[ 11.  76.   3.   0.   2.]
[ 11.  89.   4.   1.   2.]
[ 11.  85.   4.   1.   2.]
[ 11.  73.   2.   3.   2.]
[ 11.  88.   4.   3.   2.]
[ 11.  91.   4.   3.   2.]
[ 11.  68.   2.   0.   2.]
[ 11.  88.   4.   1.   2.]
[ 11.  67.   2.   0.   2.]
[ 11.  81.   3.   1.   2.]
[ 11.  73.   2.   1.   2.]
[ 11.  57.   1.   0.   2.]
[ 11.  82.   3.   3.   2.]
[ 11.  79.   3.   3.   0.]
[  5.  51.   0.   3.   0.]
[  5.  78.   3.   2.   0.]
[  5.  83.   3.   2.   0.]
[ 11.  50.   0.   2.   0.]
[ 11.  67.   2.   3.   2.]
[ 11.  69.   2.   0.   2.]
[ 11.  67.   2.   0.   2.]
[ 11.  67.   2.   1.   2.]
[ 11.  54.   0.   0.   2.]
[  5.  68.   2.   3.   2.]
[  5.  55.   0.   3.   2.]
[ 11.  59.   1.   3.   0.]
[  5.  91.   4.   2.   0.]
[  5.  78.   3.   0.   0.]
[ 11.  52.   0.   0.   2.]
[ 11.  66.   2.   1.   0.]
[  5.  71.   2.   0.   0.]
[  5.  60.   1.   0.   0.]
[  5.  79.   3.   2.   0.]
[ 11.  57.   1.   3.   2.]
[ 11.  79.   3.   3.   2.]
[ 11.  54.   0.   1.   2.]
[ 11.  66.   2.   3.   2.]
[ 11.  57.   1.   0.   0.]
[ 11.  67.   2.   2.   2.]
[ 11.  57.   1.   3.   2.]
[  5.  70.   2.   0.   2.]
[ 11.  45.   0.   0.   0.]
[ 11.  51.   0.   2.   2.]
[  1.  78.   3.   0.   2.]
[  1.  59.   1.   0.   3.]
[  1.  73.   2.   1.   3.]
[  1.  77.   3.   1.   3.]
[  1.  51.   0.   1.   3.]
[ 11.  56.   1.   3.   3.]
[  1.  69.   2.   1.   3.]
[  1.  70.   2.   3.   3.]
[  1.  42.  -1.   0.   3.]
[  1.  74.   2.   1.   3.]
[  1.  64.   1.   1.   3.]
[  1.  79.   3.   3.   3.]
[  1.  97.   5.   1.   3.]
[  1.  44.  -1.   2.   3.]
[  1.  64.   1.   1.   3.]
[  1.  39.  -1.   3.   3.]
[  1.  49.   0.   1.   3.]
[  1.  40.  -1.   2.   3.]
[  1.  42.  -1.   1.   3.]
[  1.  45.   0.   0.   3.]
[  1.  76.   3.   0.   3.]
[  1.  75.   2.   3.   3.]
[  1.  37.  -1.   1.   3.]
[  1.  59.   1.   1.   3.]
[ 11.  49.   0.   3.   3.]
[ 11.  41.  -1.   0.   3.]
[  1.  72.   2.   1.   3.]
[  1.  56.   1.   1.   3.]
[ 11.  37.  -1.   0.   3.]
[ 12.  49.   0.   2.   0.]
[  5.  38.  -1.   0.   2.]
[  1.  71.   2.   0.   3.]
[  1.  72.   2.   1.   3.]
[ 11.  41.  -1.   0.   2.]
[ 11.  52.   0.   0.   3.]
[ 11.  55.   0.   2.   2.]
[ 11.  65.   2.   1.   0.]
[ 11.  74.   2.   3.   2.]
[ 11.  93.   4.   3.   2.]
[ 11.  72.   2.   3.   2.]
[ 11.  78.   3.   1.   2.]
[ 11.  80.   3.   0.   2.]
[ 11.  46.   0.   3.   1.]
[ 11.  60.   1.   3.   1.]
[ 11.  60.   1.   3.   2.]
[ 11.  14.  -4.   3.   2.]
[ 11.  11.  -4.   0.   2.]
[ 11.  61.   1.   0.   2.]
[  2.  40.  -1.   3.   2.]
[ 11.  36.  -1.   3.   2.]
[  2.  24.  -3.   0.   0.]
[ 11.  14.  -4.   3.   0.]
[ 11.   9.  -4.   2.   2.]
[  2.  58.   1.   1.   2.]
[ 11.  53.   0.   1.   2.]
[  5.  44.  -1.   2.   2.]
[ 11.  86.   4.   0.   2.]
[ 11.  88.   4.   3.   2.]
[ 11.  67.   2.   3.   2.]
[  2.  60.   1.   3.   2.]
[ 11.  49.   0.   3.   2.]
[ 11.  41.  -1.   3.   2.]
[ 11.  30.  -2.   3.   2.]
[  5.  74.   2.   2.   0.]
[  5.  63.   1.   2.   0.]
[  5.  61.   1.   2.   0.]
[  5.  57.   1.   2.   0.]
[  5.  57.   1.   2.   0.]
[  5.  76.   3.   2.   0.]
[  5.  69.   2.   2.   0.]
[ 11.  60.   1.   3.   0.]
[ 11.  91.   4.   3.   0.]
[ 11.  75.   2.   3.   0.]
[ 11.  71.   2.   3.   2.]
[ 11.  60.   1.   3.   2.]
[ 11.  77.   3.   3.   0.]
[ 11.  72.   2.   3.   0.]
[ 11.  63.   1.   3.   2.]
[ 11.  59.   1.   2.   0.]
[  5.  80.   3.   2.   0.]
[ 11.  50.   0.   1.   0.]
[ 11.  51.   0.   3.   0.]
[  5.  72.   2.   2.   0.]
[  5.  72.   2.   2.   0.]
[  5.  79.   3.   2.   0.]
[  5.  69.   2.   2.   0.]
[  5.  47.   0.   1.   0.]
[ 11.  78.   3.   1.   2.]
[ 11.  72.   2.   3.   2.]
[ 11.  69.   2.   1.   2.]
[ 11.  90.   4.   3.   2.]
[ 11.  64.   1.   1.   2.]
[  1.  42.  -1.   3.   2.]
[ 11.  58.   1.   2.   2.]
[ 11.  73.   2.   3.   2.]
[ 11.  89.   4.   1.   2.]
[ 11.  88.   4.   3.   1.]
[ 11.  71.   2.   0.   2.]
[ 11.  66.   2.   3.   0.]
[ 11.  76.   3.   0.   2.]
[ 11.  65.   2.   1.   2.]
[ 11.  84.   3.   1.   2.]
[  5.  46.   0.   2.   2.]
[ 11.  75.   2.   2.   2.]
[ 11.  72.   2.   2.   2.]
[ 11.  85.   4.   1.   2.]
[  5.  59.   1.   3.   0.]
[  5.  52.   0.   2.   0.]
[ 11.  86.   4.   1.   2.]
[ 11.  77.   3.   3.   2.]
[ 11.  81.   3.   3.   2.]
[ 11.  86.   4.   1.   2.]
[ 11.  88.   4.   0.   2.]
[ 11.  68.   2.   3.   2.]
[ 11.  75.   2.   3.   2.]
[ 11.  57.   1.   0.   2.]
[ 11.  71.   2.   3.   2.]
[ 11.  71.   2.   3.   2.]
[ 11.  65.   2.   0.   2.]
[ 11.  80.   3.   3.   2.]
[ 11.  68.   2.   0.   0.]
[  5.  99.   5.   0.   0.]
[  5.  63.   1.   0.   0.]
[ 11.  53.   0.   3.   0.]
[  5.  49.   0.   0.   0.]
[ 11.  76.   3.   1.   2.]
[ 11.  70.   2.   1.   2.]
[ 11.  66.   2.   3.   2.]
[ 11.  67.   2.   0.   0.]
[ 11.  60.   1.   3.   2.]
[ 11.  57.   1.   0.   2.]
[  5.  66.   2.   3.   2.]
[  5.  69.   2.   0.   0.]
[  5.  80.   3.   3.   0.]
[  5.  82.   3.   0.   0.]
[  5.  62.   1.   0.   0.]
[  5.  50.   0.   0.   0.]
[ 11.  59.   1.   0.   0.]
[ 11.  54.   0.   3.   2.]
[ 11.  57.   1.   3.   2.]
[ 11.  65.   2.   0.   2.]
[ 11.  65.   2.   1.   2.]
[ 11.  52.   0.   2.   0.]
[  5.  61.   1.   2.   0.]
[  5.  55.   0.   2.   0.]
[ 11.  72.   2.   3.   2.]
[ 11.  85.   4.   3.   2.]
[  5.  77.   3.   0.   2.]
[  5.  49.   0.   0.   0.]
[  5.  73.   2.   1.   2.]
[  1.  47.   0.   1.   2.]
[  1.  78.   3.   1.   3.]
[  1.  78.   3.   2.   3.]
[  1.  75.   2.   3.   3.]
[  1.  64.   1.   1.   3.]
[ 11.  54.   0.   0.   3.]
[  1.  67.   2.   3.   3.]
[  1.  58.   1.   0.   3.]
[  5.  37.  -1.   3.   3.]
[  1.  83.   3.   1.   3.]
[ 11.  39.  -1.   1.   3.]
[  1.  89.   4.   3.   3.]
[  1.  83.   3.   1.   3.]
[  1.  57.   1.   3.   3.]
[  1.  57.   1.   1.   3.]
[  1.  50.   0.   1.   2.]
[  1.  71.   2.   0.   3.]
[  1.  68.   2.   2.   3.]
[  1.  57.   1.   1.   3.]
[  1.  60.   1.   0.   3.]
[  1.  55.   0.   0.   3.]
[  1.  77.   3.   0.   3.]
[  1.  65.   2.   3.   3.]
[  1.  82.   3.   0.   3.]
[  1.  75.   2.   0.   3.]
[  1.  76.   3.   1.   3.]
[  1.  88.   4.   0.   3.]
[  1.  75.   2.   1.   3.]
[  1.  43.  -1.   0.   3.]
[ 11.  44.  -1.   3.   3.]
[ 11.  51.   0.   3.   2.]
[  1.  70.   2.   3.   3.]
[  1.  79.   3.   2.   3.]
[  1.  71.   2.   1.   3.]
[  1.  63.   1.   3.   3.]
[  5.  39.  -1.   2.   3.]
[  5.  62.   1.   0.   3.]
[ 11.  82.   3.   0.   2.]
[ 11.  72.   2.   2.   2.]
[ 11.  79.   3.   3.   2.]
[ 11.  54.   0.   3.   2.]
[ 11.  85.   4.   1.   2.]
[ 11.  51.   0.   3.   1.]
[ 11.  82.   3.   1.   1.]
[ 11.  89.   4.   1.   2.]
[ 11.  50.   0.   0.   2.]
[ 11.  38.  -1.   1.   2.]
[ 11.  64.   1.   0.   2.]
[ 11.  73.   2.   3.   2.]
[  2.  56.   1.   3.   0.]
[  2.  52.   0.   0.   0.]
[ 11.  18.  -3.   3.   0.]
[  2.  43.  -1.   0.   2.]
[  3.  37.  -1.   1.   2.]
[ 11.  49.   0.   0.   2.]
[ 11.  56.   1.   0.   2.]
[ 11.  96.   5.   3.   2.]
[ 11.  76.   3.   3.   2.]
[  2.  26.  -2.   1.   1.]
[ 13.  24.  -3.   1.   2.]
[ 3.  1. -5.  3.  1.]
[  5.  84.   3.   2.   0.]
[  5.  89.   4.   2.   0.]
[  5.  81.   3.   0.   0.]
[ 11.  66.   2.   3.   0.]
[ 11.  54.   0.   3.   0.]
[ 11.  73.   2.   1.   0.]
[ 11.  56.   1.   3.   0.]
[ 11.  69.   2.   3.   0.]
[ 11.  62.   1.   3.   0.]
[ 11.  70.   2.   0.   2.]
[  5.  62.   1.   2.   0.]
[ 11.  53.   0.   0.   0.]
[ 11.  51.   0.   3.   0.]
[  5.  89.   4.   2.   0.]
[  5.  98.   5.   2.   0.]
[ 11.  51.   0.   0.   0.]
[ 11.  59.   1.   1.   0.]
[ 11.  89.   4.   3.   0.]
[ 11.  79.   3.   3.   0.]
[  5.  57.   1.   3.   0.]
[ 11.  64.   1.   3.   0.]
[ 11.  80.   3.   3.   0.]
[ 11.  77.   3.   3.   0.]
[  5.  60.   1.   2.   0.]
[  5.  65.   2.   2.   0.]
[ 11.  53.   0.   3.   0.]
[ 11.  67.   2.   3.   0.]
[ 11.  55.   0.   3.   0.]
[  5.  68.   2.   0.   0.]
[ 11.  59.   1.   2.   2.]
[ 11.  60.   1.   2.   0.]
[ 11.  61.   1.   3.   2.]
[ 11.  52.   0.   2.   2.]
[ 11.  51.   0.   3.   2.]
[ 11.  57.   1.   2.   2.]
[  5.  57.   1.   2.   2.]
[  5.  54.   0.   2.   2.]
[ 11.  80.   3.   3.   2.]
[ 11.  88.   4.   3.   2.]
[ 11.  90.   4.   1.   2.]
[ 11.  70.   2.   0.   2.]
[ 11.  89.   4.   1.   2.]
[ 11.  55.   0.   2.   2.]
[ 11.  82.   3.   3.   2.]
[ 11.  80.   3.   3.   2.]
[ 11.  64.   1.   3.   2.]
[  5.  58.   1.   1.   2.]
[ 11.  84.   3.   3.   2.]
[ 11.  56.   1.   1.   2.]
[ 11.  53.   0.   2.   2.]
[ 11.  51.   0.   2.   0.]
[ 11.  54.   0.   3.   0.]
[ 11.  72.   2.   2.   2.]
[ 11.  64.   1.   2.   2.]
[  5.  54.   0.   3.   2.]
[ 11.  60.   1.   0.   2.]
[ 11.  69.   2.   1.   2.]
[ 11.  64.   1.   0.   2.]
[ 11.  64.   1.   3.   2.]
[  5.  65.   2.   3.   2.]
[  5.  53.   0.   1.   2.]
[ 11.  60.   1.   3.   2.]
[ 11.  51.   0.   3.   2.]
[  5.  55.   0.   0.   2.]
[ 11.  54.   0.   3.   0.]
[  5.  65.   2.   0.   0.]
[ 11.  62.   1.   2.   2.]
[ 11.  70.   2.   3.   2.]
[ 11.  52.   0.   0.   0.]
[ 11.  69.   2.   0.   2.]
[ 11.  67.   2.   0.   2.]
[ 11.  65.   2.   3.   0.]
[ 11.  69.   2.   3.   2.]
[ 11.  59.   1.   3.   0.]
[ 11.  73.   2.   0.   2.]
[ 11.  75.   2.   3.   2.]
[  5.  72.   2.   2.   0.]
[  5.  95.   4.   2.   0.]
[  5.  73.   2.   0.   0.]
[  5.  56.   1.   0.   0.]
[  5.  72.   2.   2.   0.]
[ 11.  62.   1.   3.   0.]
[ 11.  75.   2.   1.   2.]
[ 11.  60.   1.   0.   2.]
[  5.  56.   1.   0.   2.]
[ 11.  71.   2.   0.   2.]
[ 11.  67.   2.   2.   0.]
[ 11.  64.   1.   1.   2.]
[ 11.  86.   4.   3.   2.]
[ 11.  74.   2.   3.   2.]
[ 11.  69.   2.   1.   2.]
[  5.  56.   1.   0.   2.]
[  5.  64.   1.   0.   2.]
[  5.  55.   0.   0.   2.]
[ 11.  44.  -1.   3.   2.]
[  1.  50.   0.   3.   2.]
[  1.  69.   2.   1.   3.]
[  1.  57.   1.   3.   3.]
[  1.  67.   2.   1.   3.]
[  1.  58.   1.   2.   3.]
[  1.  56.   1.   3.   3.]
[  1.  47.   0.   0.   3.]
[  1.  42.  -1.   1.   3.]
[  5.  38.  -1.   3.   3.]
[  1.  58.   1.   0.   3.]
[  1.  87.   4.   1.   3.]
[  1.  44.  -1.   0.   3.]
[ 11.  38.  -1.   2.   2.]
[ 11.  42.  -1.   0.   2.]
[  1.  51.   0.   0.   2.]
[  1.  68.   2.   2.   3.]
[  1.  42.  -1.   3.   3.]
[  5.  40.  -1.   1.   3.]
[  1.  76.   3.   1.   3.]
[  1.  63.   1.   3.   3.]
[  1.  72.   2.   1.   3.]
[  1.  85.   4.   1.   3.]
[  1.  75.   2.   1.   3.]
[  1.  79.   3.   1.   3.]
[  1.  85.   4.   1.   3.]
[  1.  81.   3.   3.   3.]
[  1.  59.   1.   3.   3.]
[  1.  64.   1.   0.   3.]
[  1.  54.   0.   0.   3.]
[ 11.  41.  -1.   0.   2.]
[  1.  68.   2.   1.   3.]
[  1.  81.   3.   1.   3.]
[  1.  82.   3.   1.   3.]
[  1.  68.   2.   1.   3.]
[  1.  84.   3.   0.   3.]
[  5.  65.   2.   2.   3.]
[ 11.  80.   3.   0.   2.]
[ 11.  67.   2.   3.   2.]
[ 11.  72.   2.   2.   2.]
[ 11.  75.   2.   0.   2.]
[ 11.  73.   2.   3.   2.]
[ 11.  70.   2.   3.   2.]
[ 11.  81.   3.   1.   1.]
[ 11.  89.   4.   0.   2.]
[ 11.  71.   2.   0.   2.]
[ 11.   8.  -4.   0.   2.]
[ 11.   4.  -5.   1.   2.]
[ 11.  77.   3.   0.   2.]
[  5.  36.  -1.   3.   2.]
[  2.  46.   0.   3.   0.]
[  2.  63.   1.   3.   0.]
[ 11.  39.  -1.   0.   0.]
[ 11.   6.  -4.   3.   0.]
[  2.  23.  -3.   2.   2.]
[ 11.  63.   1.   3.   2.]
[ 11.  58.   1.   2.   1.]
[ 11.  45.   0.   3.   1.]
[ 11.  13.  -4.   3.   1.]
[  5.  35.  -2.   3.   0.]
[ 11.  53.   0.   3.   2.]
[ 11.  53.   0.   3.   0.]
[  5.  50.   0.   0.   0.]
[  5.  72.   2.   0.   0.]
[  5.  74.   2.   0.   0.]
[ 11.  76.   3.   3.   2.]
[ 11.  78.   3.   3.   2.]
[  5.  54.   0.   2.   0.]
[  5.  52.   0.   3.   0.]
[ 11.  70.   2.   2.   2.]
[ 11.  70.   2.   1.   0.]
[ 11.  72.   2.   1.   2.]
[  5.  51.   0.   2.   2.]
[ 11.  74.   2.   3.   2.]
[ 11.  70.   2.   1.   2.]
[ 11.  50.   0.   1.   0.]
[  5.  63.   1.   3.   2.]
[  5.  93.   4.   2.   0.]
[  5.  99.   5.   2.   0.]
[  5.  61.   1.   0.   0.]
[  5.  56.   1.   2.   0.]
[  5.  62.   1.   2.   0.]
[ 11.  55.   0.   0.   0.]
[ 11.  80.   3.   3.   0.]
[ 11.  67.   2.   0.   0.]
[ 11.  61.   1.   3.   0.]
[  5.  51.   0.   0.   2.]
[  5.  80.   3.   2.   0.]
[  5.  75.   2.   2.   2.]
[  5.  73.   2.   2.   2.]
[ 11.  67.   2.   3.   0.]
[ 11.  83.   3.   3.   2.]
[ 11.  82.   3.   3.   2.]
[ 11.  68.   2.   1.   2.]
[ 11.  76.   3.   3.   2.]
[ 11.  84.   3.   1.   2.]
[ 11.  86.   4.   1.   2.]
[ 11.  79.   3.   2.   2.]
[ 11.  87.   4.   3.   2.]
[ 11.  69.   2.   3.   2.]
[ 11.  51.   0.   3.   2.]
[ 11.  89.   4.   1.   0.]
[ 11.  94.   4.   3.   2.]
[ 11.  91.   4.   3.   2.]
[ 11.  69.   2.   3.   2.]
[ 11.  77.   3.   1.   2.]
[  5.  52.   0.   3.   2.]
[  5.  66.   2.   2.   0.]
[  5.  58.   1.   0.   2.]
[ 11.  60.   1.   2.   2.]
[  5.  56.   1.   2.   2.]
[ 11.  81.   3.   3.   2.]
[ 11.  65.   2.   1.   2.]
[  5.  57.   1.   3.   2.]
[ 11.  60.   1.   1.   2.]
[ 11.  62.   1.   3.   2.]
[  5.  55.   0.   3.   2.]
[ 11.  52.   0.   0.   2.]
[  5.  63.   1.   3.   2.]
[ 11.  65.   2.   3.   0.]
[ 11.  68.   2.   3.   2.]
[  5.  60.   1.   2.   2.]
[  5.  63.   1.   0.   2.]
